state,sdg,value,year,Murders per 1 lakh population
Andhra Pradesh,SDG 4,75.12,2019,75.12
Andhra Pradesh,SDG 4,7.1,2020,7.1
Andhra Pradesh,SDG 4,8.02,2021,8.02
Andhra Pradesh,SDG 4,35.48,2022,35.48
Andhra Pradesh,SDG 5,94.17,2015,94.17
Andhra Pradesh,SDG 5,66.86,2016,66.86
Andhra Pradesh,SDG 5,67.87,2017,67.87
Andhra Pradesh,SDG 5,36.19,2018,36.19
Andhra Pradesh,SDG 5,59.37,2019,59.37
Andhra Pradesh,SDG 5,1.01,2020,1.01
Andhra Pradesh,SDG 5,63.61,2021,63.61
Andhra Pradesh,SDG 5,91.33,2022,91.33
Andhra Pradesh,SDG 6,61.26,2015,61.26
Andhra Pradesh,SDG 6,87.37,2016,87.37
Andhra Pradesh,SDG 6,72.4,2017,72.4
Andhra Pradesh,SDG 6,12.06,2018,12.06
Andhra Pradesh,SDG 6,90.25,2019,90.25
Andhra Pradesh,SDG 6,6.64,2020,6.64
Andhra Pradesh,SDG 6,53.4,2021,53.4
Andhra Pradesh,SDG 6,14.21,2022,14.21
Andhra Pradesh,SDG 7,1.17,2015,1.17
Andhra Pradesh,SDG 7,42.2,2016,42.2
Andhra Pradesh,SDG 7,29.5,2017,29.5
Andhra Pradesh,SDG 7,48.6,2018,48.6
Andhra Pradesh,SDG 7,57.72,2019,57.72
Andhra Pradesh,SDG 7,4.37,2020,4.37
Andhra Pradesh,SDG 7,12.3,2021,12.3
Andhra Pradesh,SDG 7,55.86,2022,55.86
Andhra Pradesh,SDG 8,34.32,2015,34.32
Andhra Pradesh,SDG 8,72.92,2016,72.92
Andhra Pradesh,SDG 8,65.23,2017,65.23
Andhra Pradesh,SDG 8,84.56,2018,84.56
Andhra Pradesh,SDG 8,69.25,2019,69.25
Andhra Pradesh,SDG 8,42.99,2020,42.99
Andhra Pradesh,SDG 8,67.3,2021,67.3
Andhra Pradesh,SDG 8,27.54,2022,27.54
Andhra Pradesh,SDG 9,30.63,2015,30.63
Andhra Pradesh,SDG 9,78.9,2016,78.9
Andhra Pradesh,SDG 9,44.64,2017,44.64
Andhra Pradesh,SDG 9,79.84,2018,79.84
Andhra Pradesh,SDG 9,82.24,2019,82.24
Andhra Pradesh,SDG 9,85.76,2020,85.76
Andhra Pradesh,SDG 9,91.66,2021,91.66
Andhra Pradesh,SDG 9,43.1,2022,43.1
Andhra Pradesh,SDG 10,31.89,2015,31.89
Andhra Pradesh,SDG 10,58.22,2016,58.22
Andhra Pradesh,SDG 10,37.12,2017,37.12
Andhra Pradesh,SDG 10,60.11,2018,60.11
Andhra Pradesh,SDG 10,70.56,2019,70.56
Andhra Pradesh,SDG 10,68.84,2020,68.84
Andhra Pradesh,SDG 10,37.46,2021,37.46
Andhra Pradesh,SDG 10,16.69,2022,16.69
Andhra Pradesh,SDG 11,43.05,2015,43.05
Andhra Pradesh,SDG 11,14.26,2016,14.26
Andhra Pradesh,SDG 11,89.01,2017,89.01
Andhra Pradesh,SDG 11,34.59,2018,34.59
Andhra Pradesh,SDG 11,15.45,2019,15.45
Andhra Pradesh,SDG 11,2.54,2020,2.54
Andhra Pradesh,SDG 11,64.58,2021,64.58
Andhra Pradesh,SDG 11,63.69,2022,63.69
Andhra Pradesh,SDG 12,34.06,2015,34.06
Andhra Pradesh,SDG 12,7.17,2016,7.17
Andhra Pradesh,SDG 12,40.96,2017,40.96
Andhra Pradesh,SDG 12,31.12,2018,31.12
Andhra Pradesh,SDG 12,67.71,2019,67.71
Andhra Pradesh,SDG 12,60.58,2020,60.58
Andhra Pradesh,SDG 12,36.46,2021,36.46
Andhra Pradesh,SDG 12,21.79,2022,21.79
Andhra Pradesh,SDG 13,98.8,2015,98.8
Andhra Pradesh,SDG 13,45.4,2016,45.4
Andhra Pradesh,SDG 13,68.83,2017,68.83
Andhra Pradesh,SDG 13,14.06,2018,14.06
Andhra Pradesh,SDG 13,48.56,2019,48.56
Andhra Pradesh,SDG 13,2.75,2020,2.75
Andhra Pradesh,SDG 13,50.55,2021,50.55
Andhra Pradesh,SDG 13,96.4,2022,96.4
Andhra Pradesh,SDG 14,38.42,2015,38.42
Andhra Pradesh,SDG 14,3.9,2016,3.9
Andhra Pradesh,SDG 14,3.1,2017,3.1
Andhra Pradesh,SDG 14,38.8,2018,38.8
Andhra Pradesh,SDG 14,16,2019,16
Andhra Pradesh,SDG 14,2.34,2020,2.34
Andhra Pradesh,SDG 14,75.62,2021,75.62
Andhra Pradesh,SDG 14,45.85,2022,45.85
Andhra Pradesh,SDG 15,28.92,2015,28.92
Andhra Pradesh,SDG 15,90.01,2016,90.01
Andhra Pradesh,SDG 15,11.61,2017,11.61
Andhra Pradesh,SDG 15,95.59,2018,95.59
Andhra Pradesh,SDG 15,31.4,2019,31.4
Andhra Pradesh,SDG 15,88.84,2020,88.84
Andhra Pradesh,SDG 15,60.29,2021,60.29
Andhra Pradesh,SDG 15,82.67,2022,82.67
Andhra Pradesh,SDG 16,98.4,2015,98.4
Andhra Pradesh,SDG 16,28.84,2016,28.84
Andhra Pradesh,SDG 16,96.11,2017,96.11
Andhra Pradesh,SDG 16,38.95,2018,38.95
Andhra Pradesh,SDG 16,38.55,2019,38.55
Andhra Pradesh,SDG 16,34.04,2020,34.04
Andhra Pradesh,SDG 16,54.14,2021,54.14
Andhra Pradesh,SDG 16,15.41,2022,15.41
Andhra Pradesh,SDG 17,55.37,2015,55.37
Andhra Pradesh,SDG 17,54.17,2016,54.17
Andhra Pradesh,SDG 17,76.19,2017,76.19
Andhra Pradesh,SDG 17,83.36,2018,83.36
Andhra Pradesh,SDG 17,44.04,2019,44.04
Andhra Pradesh,SDG 17,30.23,2020,30.23
Andhra Pradesh,SDG 17,25.93,2021,25.93
Andhra Pradesh,SDG 17,19.46,2022,19.46
Mizoram,SDG 1,5.76,2015,5.76
Mizoram,SDG 1,34.24,2016,34.24
Mizoram,SDG 1,27.02,2017,27.02
Mizoram,SDG 1,96.64,2018,96.64
Mizoram,SDG 1,55.77,2019,55.77
Mizoram,SDG 1,34.73,2020,34.73
Mizoram,SDG 1,58.05,2021,58.05
Mizoram,SDG 1,13.92,2022,13.92
Mizoram,SDG 2,44.4,2015,44.4
Mizoram,SDG 2,62.62,2016,62.62
Mizoram,SDG 2,48.89,2017,48.89
Mizoram,SDG 2,40.18,2018,40.18
Mizoram,SDG 2,99.38,2019,99.38
Mizoram,SDG 2,88.03,2020,88.03
Mizoram,SDG 2,62.34,2021,62.34
Mizoram,SDG 2,56.94,2022,56.94
Mizoram,SDG 3,62.07,2015,62.07
Mizoram,SDG 3,20.13,2016,20.13
Mizoram,SDG 3,39.51,2017,39.51
Mizoram,SDG 3,3.95,2018,3.95
Mizoram,SDG 3,47.55,2019,47.55
Mizoram,SDG 3,54.3,2020,54.3
Mizoram,SDG 3,22.77,2021,22.77
Mizoram,SDG 3,96.4,2022,96.4
Mizoram,SDG 4,90.95,2015,90.95
Mizoram,SDG 4,72.21,2016,72.21
Mizoram,SDG 4,53.34,2017,53.34
Mizoram,SDG 4,87,2018,87
Mizoram,SDG 4,13.07,2019,13.07
Mizoram,SDG 4,79.05,2020,79.05
Mizoram,SDG 4,12.48,2021,12.48
Mizoram,SDG 4,79.42,2022,79.42
Mizoram,SDG 5,27.58,2015,27.58
Mizoram,SDG 5,87.71,2016,87.71
Mizoram,SDG 5,94.4,2017,94.4
Mizoram,SDG 5,14.88,2018,14.88
Mizoram,SDG 5,46.27,2019,46.27
Mizoram,SDG 5,98.1,2020,98.1
Mizoram,SDG 5,48.34,2021,48.34
Mizoram,SDG 5,86.35,2022,86.35
Mizoram,SDG 6,58.87,2015,58.87
Mizoram,SDG 6,37.53,2016,37.53
Mizoram,SDG 6,28.58,2017,28.58
Mizoram,SDG 6,20.32,2018,20.32
Mizoram,SDG 6,76.18,2019,76.18
Mizoram,SDG 6,38.65,2020,38.65
Mizoram,SDG 6,51.13,2021,51.13
Mizoram,SDG 6,49.23,2022,49.23
Mizoram,SDG 7,57.73,2015,57.73
Mizoram,SDG 7,86.56,2016,86.56
Mizoram,SDG 7,98.07,2017,98.07
Mizoram,SDG 7,40.76,2018,40.76
Mizoram,SDG 7,82.75,2019,82.75
Mizoram,SDG 7,76.45,2020,76.45
Mizoram,SDG 7,57.35,2021,57.35
Mizoram,SDG 7,95.6,2022,95.6
Mizoram,SDG 8,20.05,2015,20.05
Mizoram,SDG 8,10.93,2016,10.93
Mizoram,SDG 8,85.4,2017,85.4
Mizoram,SDG 8,43.91,2018,43.91
Mizoram,SDG 8,84.7,2019,84.7
Mizoram,SDG 8,89.31,2020,89.31
Mizoram,SDG 8,6.25,2021,6.25
Mizoram,SDG 8,88.35,2022,88.35
Mizoram,SDG 9,44.83,2015,44.83
Mizoram,SDG 9,51.04,2016,51.04
Mizoram,SDG 9,62.66,2017,62.66
Mizoram,SDG 9,92.64,2018,92.64
Mizoram,SDG 9,1.91,2019,1.91
Mizoram,SDG 9,47.68,2020,47.68
Mizoram,SDG 9,68.77,2021,68.77
Mizoram,SDG 9,72.27,2022,72.27
Mizoram,SDG 10,69.25,2015,69.25
Mizoram,SDG 10,13.44,2016,13.44
Mizoram,SDG 10,29.94,2017,29.94
Mizoram,SDG 10,35.87,2018,35.87
Mizoram,SDG 10,80.44,2019,80.44
Mizoram,SDG 10,27.88,2020,27.88
Mizoram,SDG 10,21.07,2021,21.07
Mizoram,SDG 10,95.74,2022,95.74
Mizoram,SDG 11,0.89,2015,0.89
Mizoram,SDG 11,99.78,2016,99.78
Mizoram,SDG 11,67.68,2017,67.68
Mizoram,SDG 11,82.85,2018,82.85
Mizoram,SDG 11,29.46,2019,29.46
Mizoram,SDG 11,1.43,2020,1.43
Mizoram,SDG 11,73.79,2021,73.79
Mizoram,SDG 11,83.41,2022,83.41
Mizoram,SDG 12,74.05,2015,74.05
Mizoram,SDG 12,14.29,2016,14.29
Mizoram,SDG 12,75.34,2017,75.34
Mizoram,SDG 12,76.89,2018,76.89
Mizoram,SDG 12,65.85,2019,65.85
Mizoram,SDG 12,76.61,2020,76.61
Mizoram,SDG 12,84.59,2021,84.59
Mizoram,SDG 12,61.36,2022,61.36
Mizoram,SDG 13,8.86,2015,8.86
Mizoram,SDG 13,48.76,2016,48.76
Mizoram,SDG 13,7.76,2017,7.76
Mizoram,SDG 13,40.75,2018,40.75
Mizoram,SDG 13,40.71,2019,40.71
Mizoram,SDG 13,6.6,2020,6.6
Mizoram,SDG 13,34.88,2021,34.88
Mizoram,SDG 13,11.1,2022,11.1
Mizoram,SDG 14,80.82,2015,80.82
Mizoram,SDG 14,94.77,2016,94.77
Mizoram,SDG 14,7.23,2017,7.23
Mizoram,SDG 14,95.51,2018,95.51
Mizoram,SDG 14,52.26,2019,52.26
Mizoram,SDG 14,29.96,2020,29.96
Mizoram,SDG 14,7.69,2021,7.69
Mizoram,SDG 14,50.06,2022,50.06
Mizoram,SDG 15,79.45,2015,79.45
Mizoram,SDG 15,70.71,2016,70.71
Mizoram,SDG 15,5.02,2017,5.02
Mizoram,SDG 15,7.29,2018,7.29
Mizoram,SDG 15,40.29,2019,40.29
Mizoram,SDG 15,29.53,2020,29.53
Mizoram,SDG 15,23.24,2021,23.24
Mizoram,SDG 15,28.1,2022,28.1
Mizoram,SDG 16,80.35,2015,80.35
Mizoram,SDG 16,92.92,2016,92.92
Mizoram,SDG 16,40.51,2017,40.51
Mizoram,SDG 16,90.61,2018,90.61
Mizoram,SDG 16,32.15,2019,32.15
Mizoram,SDG 16,47.64,2020,47.64
Mizoram,SDG 16,22.6,2021,22.6
Mizoram,SDG 16,64.05,2022,64.05
Mizoram,SDG 17,97.9,2015,97.9
Mizoram,SDG 17,60.35,2016,60.35
Mizoram,SDG 17,35.78,2017,35.78
Mizoram,SDG 17,64.78,2018,64.78
Mizoram,SDG 17,12.29,2019,12.29
Mizoram,SDG 17,88.87,2020,88.87
Mizoram,SDG 17,50.31,2021,50.31
Mizoram,SDG 17,44.93,2022,44.93
Arunāchal Pradesh,SDG 1,58.59,2015,58.59
Arunāchal Pradesh,SDG 1,62.48,2016,62.48
Arunāchal Pradesh,SDG 1,7.18,2017,7.18
Arunāchal Pradesh,SDG 1,68.26,2018,68.26
Arunāchal Pradesh,SDG 1,24.19,2019,24.19
Arunāchal Pradesh,SDG 1,71.4,2020,71.4
Arunāchal Pradesh,SDG 1,82.25,2021,82.25
Arunāchal Pradesh,SDG 1,80.4,2022,80.4
Arunāchal Pradesh,SDG 2,55.25,2015,55.25
Arunāchal Pradesh,SDG 2,52.02,2016,52.02
Arunāchal Pradesh,SDG 2,14.29,2017,14.29
Arunāchal Pradesh,SDG 2,77.53,2018,77.53
Arunāchal Pradesh,SDG 2,27.14,2019,27.14
Arunāchal Pradesh,SDG 2,49.67,2020,49.67
Arunāchal Pradesh,SDG 2,28.43,2021,28.43
Arunāchal Pradesh,SDG 2,13.38,2022,13.38
Arunāchal Pradesh,SDG 3,62.96,2015,62.96
Arunāchal Pradesh,SDG 3,5.43,2016,5.43
Arunāchal Pradesh,SDG 3,74.86,2017,74.86
Arunāchal Pradesh,SDG 3,31.76,2018,31.76
Arunāchal Pradesh,SDG 3,0.01,2019,0.01
Arunāchal Pradesh,SDG 3,51.11,2020,51.11
Arunāchal Pradesh,SDG 3,4.69,2021,4.69
Arunāchal Pradesh,SDG 3,27.62,2022,27.62
Arunāchal Pradesh,SDG 4,70.7,2015,70.7
Arunāchal Pradesh,SDG 4,6.27,2016,6.27
Arunāchal Pradesh,SDG 4,83.93,2017,83.93
Arunāchal Pradesh,SDG 4,0.38,2018,0.38
Arunāchal Pradesh,SDG 4,24.68,2019,24.68
Arunāchal Pradesh,SDG 4,74.09,2020,74.09
Arunāchal Pradesh,SDG 4,31.63,2021,31.63
Arunāchal Pradesh,SDG 4,10.19,2022,10.19
Arunāchal Pradesh,SDG 5,36.02,2015,36.02
Arunāchal Pradesh,SDG 5,27.04,2016,27.04
Arunāchal Pradesh,SDG 5,84.27,2017,84.27
Arunāchal Pradesh,SDG 5,31.33,2018,31.33
Arunāchal Pradesh,SDG 5,78.89,2019,78.89
Arunāchal Pradesh,SDG 5,89.19,2020,89.19
Arunāchal Pradesh,SDG 5,43.38,2021,43.38
Arunāchal Pradesh,SDG 5,90.99,2022,90.99
Arunāchal Pradesh,SDG 6,37.73,2015,37.73
Arunāchal Pradesh,SDG 6,96.41,2016,96.41
Arunāchal Pradesh,SDG 6,8.93,2017,8.93
Arunāchal Pradesh,SDG 6,68.7,2018,68.7
Arunāchal Pradesh,SDG 6,49.38,2019,49.38
Arunāchal Pradesh,SDG 6,38.76,2020,38.76
Arunāchal Pradesh,SDG 6,63.27,2021,63.27
Arunāchal Pradesh,SDG 6,70.39,2022,70.39
Arunāchal Pradesh,SDG 7,0.44,2015,0.44
Arunāchal Pradesh,SDG 7,16.7,2016,16.7
Arunāchal Pradesh,SDG 7,71.3,2017,71.3
Arunāchal Pradesh,SDG 7,66.64,2018,66.64
Arunāchal Pradesh,SDG 7,96.6,2019,96.6
Arunāchal Pradesh,SDG 7,76.1,2020,76.1
Arunāchal Pradesh,SDG 7,95.08,2021,95.08
Arunāchal Pradesh,SDG 7,70.25,2022,70.25
Arunāchal Pradesh,SDG 8,29.81,2015,29.81
Arunāchal Pradesh,SDG 8,10.54,2016,10.54
Arunāchal Pradesh,SDG 8,78.18,2017,78.18
Arunāchal Pradesh,SDG 8,64.41,2018,64.41
Arunāchal Pradesh,SDG 8,4.82,2019,4.82
Arunāchal Pradesh,SDG 8,36.01,2020,36.01
Arunāchal Pradesh,SDG 8,95.68,2021,95.68
Arunāchal Pradesh,SDG 8,50.04,2022,50.04
Arunāchal Pradesh,SDG 9,43.27,2015,43.27
Arunāchal Pradesh,SDG 9,45.77,2016,45.77
Arunāchal Pradesh,SDG 9,20.89,2017,20.89
Arunāchal Pradesh,SDG 9,36.87,2018,36.87
Arunāchal Pradesh,SDG 9,36.98,2019,36.98
Arunāchal Pradesh,SDG 9,5.24,2020,5.24
Arunāchal Pradesh,SDG 9,76.76,2021,76.76
Arunāchal Pradesh,SDG 9,41.65,2022,41.65
Arunāchal Pradesh,SDG 10,82.22,2015,82.22
Arunāchal Pradesh,SDG 10,85.03,2016,85.03
Arunāchal Pradesh,SDG 10,21.2,2017,21.2
Arunāchal Pradesh,SDG 10,65.74,2018,65.74
Arunāchal Pradesh,SDG 10,47.23,2019,47.23
Arunāchal Pradesh,SDG 10,88.02,2020,88.02
Arunāchal Pradesh,SDG 10,21.57,2021,21.57
Arunāchal Pradesh,SDG 10,67.78,2022,67.78
Arunāchal Pradesh,SDG 11,60.78,2015,60.78
Arunāchal Pradesh,SDG 11,29.53,2016,29.53
Arunāchal Pradesh,SDG 11,13.66,2017,13.66
Arunāchal Pradesh,SDG 11,65.16,2018,65.16
Arunāchal Pradesh,SDG 11,73.86,2019,73.86
Arunāchal Pradesh,SDG 11,31.56,2020,31.56
Arunāchal Pradesh,SDG 11,64.48,2021,64.48
Arunāchal Pradesh,SDG 11,39.51,2022,39.51
Arunāchal Pradesh,SDG 12,71.32,2015,71.32
Arunāchal Pradesh,SDG 12,19.92,2016,19.92
Arunāchal Pradesh,SDG 12,89.02,2017,89.02
Arunāchal Pradesh,SDG 12,28.74,2018,28.74
Arunāchal Pradesh,SDG 12,36.78,2019,36.78
Arunāchal Pradesh,SDG 12,5.81,2020,5.81
Arunāchal Pradesh,SDG 12,11.15,2021,11.15
Arunāchal Pradesh,SDG 12,51.59,2022,51.59
Arunāchal Pradesh,SDG 13,26.76,2015,26.76
Arunāchal Pradesh,SDG 13,83.55,2016,83.55
Arunāchal Pradesh,SDG 13,1.47,2017,1.47
Arunāchal Pradesh,SDG 13,37.91,2018,37.91
Arunāchal Pradesh,SDG 13,33.73,2019,33.73
Arunāchal Pradesh,SDG 13,1.93,2020,1.93
Arunāchal Pradesh,SDG 13,12.44,2021,12.44
Arunāchal Pradesh,SDG 13,41.36,2022,41.36
Arunāchal Pradesh,SDG 14,49.29,2015,49.29
Arunāchal Pradesh,SDG 14,40.43,2016,40.43
Arunāchal Pradesh,SDG 14,53.09,2017,53.09
Arunāchal Pradesh,SDG 14,59.51,2018,59.51
Arunāchal Pradesh,SDG 14,0.99,2019,0.99
Arunāchal Pradesh,SDG 14,46.41,2020,46.41
Arunāchal Pradesh,SDG 14,96.35,2021,96.35
Arunāchal Pradesh,SDG 14,51.9,2022,51.9
Arunāchal Pradesh,SDG 15,67.75,2015,67.75
Arunāchal Pradesh,SDG 15,31.19,2016,31.19
Arunāchal Pradesh,SDG 15,77.4,2017,77.4
Arunāchal Pradesh,SDG 15,77.29,2018,77.29
Arunāchal Pradesh,SDG 15,52.13,2019,52.13
Arunāchal Pradesh,SDG 15,97.6,2020,97.6
Arunāchal Pradesh,SDG 15,12.56,2021,12.56
Arunāchal Pradesh,SDG 15,1.69,2022,1.69
Arunāchal Pradesh,SDG 16,77.02,2015,77.02
Arunāchal Pradesh,SDG 16,80.72,2016,80.72
Arunāchal Pradesh,SDG 16,12.02,2017,12.02
Arunāchal Pradesh,SDG 16,26.56,2018,26.56
Arunāchal Pradesh,SDG 16,1.76,2019,1.76
Arunāchal Pradesh,SDG 16,29.33,2020,29.33
Arunāchal Pradesh,SDG 16,77.31,2021,77.31
Arunāchal Pradesh,SDG 16,51.8,2022,51.8
Arunāchal Pradesh,SDG 17,34.81,2015,34.81
Arunāchal Pradesh,SDG 17,37.17,2016,37.17
Arunāchal Pradesh,SDG 17,0.14,2017,0.14
Arunāchal Pradesh,SDG 17,29.98,2018,29.98
Arunāchal Pradesh,SDG 17,64.65,2019,64.65
Arunāchal Pradesh,SDG 17,97.42,2020,97.42
Arunāchal Pradesh,SDG 17,84.71,2021,84.71
Arunāchal Pradesh,SDG 17,2.36,2022,2.36
Meghālaya,SDG 1,89.86,2015,89.86
Meghālaya,SDG 1,78.32,2016,78.32
Meghālaya,SDG 1,78.04,2017,78.04
Meghālaya,SDG 1,45.8,2018,45.8
Meghālaya,SDG 1,39.8,2019,39.8
Meghālaya,SDG 1,30.29,2020,30.29
Meghālaya,SDG 1,6.57,2021,6.57
Meghālaya,SDG 1,22.82,2022,22.82
Meghālaya,SDG 2,24.66,2015,24.66
Meghālaya,SDG 2,48.41,2016,48.41
Meghālaya,SDG 2,74.74,2017,74.74
Meghālaya,SDG 2,47.38,2018,47.38
Meghālaya,SDG 2,5.78,2019,5.78
Meghālaya,SDG 2,95.78,2020,95.78
Meghālaya,SDG 2,94.27,2021,94.27
Meghālaya,SDG 2,78.52,2022,78.52
Meghālaya,SDG 3,99.13,2015,99.13
Meghālaya,SDG 3,54.45,2016,54.45
Meghālaya,SDG 3,96.28,2017,96.28
Meghālaya,SDG 3,7.56,2018,7.56
Meghālaya,SDG 3,36.57,2019,36.57
Meghālaya,SDG 3,22.54,2020,22.54
Meghālaya,SDG 3,19.58,2021,19.58
Meghālaya,SDG 3,14.08,2022,14.08
Meghālaya,SDG 4,62.24,2015,62.24
Meghālaya,SDG 4,78.13,2016,78.13
Meghālaya,SDG 4,57.83,2017,57.83
Meghālaya,SDG 4,14.7,2018,14.7
Meghālaya,SDG 4,81.11,2019,81.11
Meghālaya,SDG 4,63.6,2020,63.6
Meghālaya,SDG 4,38.82,2021,38.82
Meghālaya,SDG 4,67.41,2022,67.41
Meghālaya,SDG 5,25.99,2015,25.99
Meghālaya,SDG 5,34.52,2016,34.52
Meghālaya,SDG 5,91.75,2017,91.75
Meghālaya,SDG 5,29.05,2018,29.05
Meghālaya,SDG 5,47,2019,47
Meghālaya,SDG 5,89.01,2020,89.01
Meghālaya,SDG 5,70.77,2021,70.77
Meghālaya,SDG 5,6.22,2022,6.22
Meghālaya,SDG 6,14.73,2015,14.73
Meghālaya,SDG 6,0.78,2016,0.78
Meghālaya,SDG 6,63.09,2017,63.09
Meghālaya,SDG 6,44.77,2018,44.77
Meghālaya,SDG 6,13.43,2019,13.43
Meghālaya,SDG 6,95.79,2020,95.79
Meghālaya,SDG 6,52.97,2021,52.97
Meghālaya,SDG 6,24.19,2022,24.19
Meghālaya,SDG 7,50.06,2015,50.06
Meghālaya,SDG 7,67.96,2016,67.96
Meghālaya,SDG 7,7.62,2017,7.62
Meghālaya,SDG 7,27.47,2018,27.47
Meghālaya,SDG 7,80.7,2019,80.7
Meghālaya,SDG 7,45.97,2020,45.97
Meghālaya,SDG 7,54.66,2021,54.66
Meghālaya,SDG 7,43.28,2022,43.28
Meghālaya,SDG 8,4.39,2015,4.39
Meghālaya,SDG 8,16.57,2016,16.57
Meghālaya,SDG 8,44.55,2017,44.55
Meghālaya,SDG 8,20.92,2018,20.92
Meghālaya,SDG 8,5,2019,5
Meghālaya,SDG 8,84.36,2020,84.36
Meghālaya,SDG 8,98.12,2021,98.12
Meghālaya,SDG 8,79.31,2022,79.31
Meghālaya,SDG 9,85.38,2015,85.38
Meghālaya,SDG 9,24.2,2016,24.2
Meghālaya,SDG 9,96.06,2017,96.06
Meghālaya,SDG 9,19.69,2018,19.69
Meghālaya,SDG 9,95.14,2019,95.14
Meghālaya,SDG 9,99.48,2020,99.48
Meghālaya,SDG 9,71.17,2021,71.17
Meghālaya,SDG 9,98.11,2022,98.11
Meghālaya,SDG 10,56.95,2015,56.95
Meghālaya,SDG 10,25.95,2016,25.95
Meghālaya,SDG 10,43.7,2017,43.7
Meghālaya,SDG 10,59.36,2018,59.36
Meghālaya,SDG 10,7.31,2019,7.31
Meghālaya,SDG 10,62.23,2020,62.23
Meghālaya,SDG 10,98.12,2021,98.12
Meghālaya,SDG 10,19.01,2022,19.01
Meghālaya,SDG 11,79.26,2015,79.26
Meghālaya,SDG 11,90.79,2016,90.79
Meghālaya,SDG 11,94.37,2017,94.37
Meghālaya,SDG 11,96.01,2018,96.01
Meghālaya,SDG 11,52.15,2019,52.15
Meghālaya,SDG 11,97.73,2020,97.73
Meghālaya,SDG 11,75.73,2021,75.73
Meghālaya,SDG 11,16.17,2022,16.17
Meghālaya,SDG 12,47.69,2015,47.69
Meghālaya,SDG 12,71.83,2016,71.83
Meghālaya,SDG 12,24.73,2017,24.73
Meghālaya,SDG 12,64.06,2018,64.06
Meghālaya,SDG 12,66.66,2019,66.66
Meghālaya,SDG 12,16.27,2020,16.27
Meghālaya,SDG 12,56.51,2021,56.51
Meghālaya,SDG 12,77.16,2022,77.16
Meghālaya,SDG 13,49.89,2015,49.89
Meghālaya,SDG 13,1.21,2016,1.21
Meghālaya,SDG 13,0.9,2017,0.9
Meghālaya,SDG 13,35.7,2018,35.7
Meghālaya,SDG 13,92.62,2019,92.62
Meghālaya,SDG 13,22.87,2020,22.87
Meghālaya,SDG 13,63.44,2021,63.44
Meghālaya,SDG 13,22.21,2022,22.21
Meghālaya,SDG 14,32.17,2015,32.17
Meghālaya,SDG 14,84.8,2016,84.8
Meghālaya,SDG 14,72.89,2017,72.89
Meghālaya,SDG 14,9.54,2018,9.54
Meghālaya,SDG 14,42.87,2019,42.87
Meghālaya,SDG 14,2.92,2020,2.92
Meghālaya,SDG 14,48.09,2021,48.09
Meghālaya,SDG 14,66.24,2022,66.24
Meghālaya,SDG 15,11.85,2015,11.85
Meghālaya,SDG 15,28.89,2016,28.89
Meghālaya,SDG 15,39.78,2017,39.78
Meghālaya,SDG 15,91.95,2018,91.95
Meghālaya,SDG 15,99.33,2019,99.33
Meghālaya,SDG 15,4.49,2020,4.49
Meghālaya,SDG 15,76.1,2021,76.1
Meghālaya,SDG 15,37.17,2022,37.17
Meghālaya,SDG 16,39.25,2015,39.25
Meghālaya,SDG 16,75.43,2016,75.43
Meghālaya,SDG 16,91.84,2017,91.84
Meghālaya,SDG 16,95.09,2018,95.09
Meghālaya,SDG 16,57.71,2019,57.71
Meghālaya,SDG 16,35.71,2020,35.71
Meghālaya,SDG 16,78.75,2021,78.75
Meghālaya,SDG 16,25.1,2022,25.1
Meghālaya,SDG 17,56.41,2015,56.41
Meghālaya,SDG 17,35.86,2016,35.86
Meghālaya,SDG 17,65.66,2017,65.66
Meghālaya,SDG 17,24.04,2018,24.04
Meghālaya,SDG 17,19.16,2019,19.16
Meghālaya,SDG 17,91.82,2020,91.82
Meghālaya,SDG 17,10.18,2021,10.18
Meghālaya,SDG 17,50.6,2022,50.6
Jhārkhand,SDG 1,22.09,2015,22.09
Jhārkhand,SDG 1,3.89,2016,3.89
Jhārkhand,SDG 1,3.6,2017,3.6
Jhārkhand,SDG 1,17.52,2018,17.52
Jhārkhand,SDG 1,86.68,2019,86.68
Jhārkhand,SDG 1,28.25,2020,28.25
Jhārkhand,SDG 1,95.05,2021,95.05
Jhārkhand,SDG 1,58.16,2022,58.16
Jhārkhand,SDG 2,43.66,2015,43.66
Jhārkhand,SDG 2,58.01,2016,58.01
Jhārkhand,SDG 2,51.67,2017,51.67
Jhārkhand,SDG 2,75.88,2018,75.88
Jhārkhand,SDG 2,28.25,2019,28.25
Jhārkhand,SDG 2,35.31,2020,35.31
Jhārkhand,SDG 2,89.41,2021,89.41
Jhārkhand,SDG 2,94.65,2022,94.65
Jhārkhand,SDG 3,89.26,2015,89.26
Jhārkhand,SDG 3,41.94,2016,41.94
Jhārkhand,SDG 3,78.04,2017,78.04
Jhārkhand,SDG 3,47.63,2018,47.63
Jhārkhand,SDG 3,49.75,2019,49.75
Jhārkhand,SDG 3,20.47,2020,20.47
Jhārkhand,SDG 3,59.11,2021,59.11
Jhārkhand,SDG 3,18.61,2022,18.61
Jhārkhand,SDG 4,33.16,2015,33.16
Jhārkhand,SDG 4,85.5,2016,85.5
Jhārkhand,SDG 4,20.71,2017,20.71
Jhārkhand,SDG 4,7.12,2018,7.12
Jhārkhand,SDG 4,6.9,2019,6.9
